,Name,Male,Female
1278,Toa,1,1
1279,Toba,1,1
1280,Tobi,1,1
1281,Toma,1,1
1282,Tong,1,1
1283,Toni,1,1
1284,Tonni,1,1
1285,Tonnie,1,1
1286,Tonny,1,1
1287,Tony,1,1
1288,Toto,1,1
1289,Tran,1,1
1290,Treasure,1,1
1291,Tri,1,1
1292,Trin,1,1
1293,Trong,1,1
1294,Truc,1,1
1295,Tsinat,1,1
1296,Tu,1,1
1297,Tui,1,1
1298,Tuna,1,1
1299,Ty,1,1
1300,Ul,1,1
1301,Um,1,1
1302,Umi,1,1
1303,Uni,1,1
1304,Unik,1,1
1305,Urwah,1,1
1306,Ushindi,1,1
1307,Valentine,1,1
1308,Valley,1,1
1309,Van,1,1
1310,Vanja,1,1
1311,Veera,1,1
1312,Venny,1,1
1313,Vi,1,1
1314,Vian,1,1
1315,Vic,1,1
1316,Victory,1,1
1317,Viet,1,1
1318,Vigge,1,1
1319,Vilde,1,1
1320,Vilje,1,1
1321,Ville,1,1
1322,Vin,1,1
1323,Vinter,1,1
1324,Vivan,1,1
1325,Viyan,1,1
1326,Von,1,1
1327,Vy,1,1
1328,Wai,1,1
1329,Walli,1,1
1330,Wally,1,1
1331,Wan,1,1
1332,Warin,1,1
1333,Wei,1,1
1334,Wen,1,1
1335,Wilde,1,1
1336,Wilke,1,1
1337,Willi,1,1
1338,Willow,1,1
1339,Win,1,1
1340,Wing,1,1
1341,Wu,1,1
1342,Xi,1,1
1343,Xian,1,1
1344,Xiang,1,1
1345,Xiao,1,1
1346,Xiaoye,1,1
1347,Xin,1,1
1348,Xing,1,1
1349,Xinrui,1,1
1350,Xiyu,1,1
1351,Xuan,1,1
1352,Yahya,1,1
1353,Yali,1,1
1354,Yan,1,1
1355,Yang,1,1
1356,Yao,1,1
1357,Yaran,1,1
1358,Yarin,1,1
1359,Yee,1,1
1360,Yi,1,1
1361,Yichen,1,1
1362,Yihan,1,1
1363,Yilin,1,1
1364,Yin,1,1
1365,Yiqing,1,1
1366,Yiran,1,1
1367,Yixuan,1,1
1368,Yo,1,1
1369,Yoel,1,1
1370,Yon,1,1
1371,Yona,1,1
1372,Yong,1,1
1373,Yoon,1,1
1374,Young,1,1
1375,Yu,1,1
1376,Yuan,1,1
1377,Yue,1,1
1378,Yuki,1,1
1379,Yüksel,1,1
1380,Yumna,1,1
1381,Yuna,1,1
1382,Yuri,1,1
1383,Yuze,1,1
1384,Zacharia,1,1
1385,Zaia,1,1
1386,Zana,1,1
1387,Zappa,1,1
1388,Zayed,1,1
1389,Zaza,1,1
1390,Ze,1,1
1391,Zein,1,1
1392,Zema,1,1
1393,Zenith,1,1
1394,Zephyr,1,1
1395,Zhen,1,1
1396,Zhiyan,1,1
1397,Zhuoyi,1,1
1398,Zi,1,1
1399,Zia,1,1
1400,Zichen,1,1
1401,Zidan,1,1
1402,Ziggi,1,1
1403,Ziggy,1,1
1404,Zihan,1,1
1405,Zilin,1,1
1406,Zin,1,1
1407,Ziyuan,1,1
1408,Zulal,1,1
1409,Aabjørn,1,0
1410,Aadam,1,0
1411,Aadan,1,0
1412,Aadel,1,0
1413,Aadhan,1,0
1414,Aadheen,1,0
1415,Aadi,1,0
1416,Aadil,1,0
1417,Aadish,1,0
1418,Aadit,1,0
1419,Aaditya,1,0
1420,Aadrit,1,0
1421,Aadvait,1,0
1422,Aadvik,1,0
1423,Aadvitya,1,0
1424,Aage,1,0
1425,Aageeshan,1,0
1426,Aaghi,1,0
1427,Aahaan,1,0
1428,Aahan,1,0
1429,Aahawan,1,0
1430,Aahel,1,0
1431,Aahil,1,0
1432,Aajmi,1,0
1433,Aaju,1,1
1434,Aakash,1,0
1435,Aake,1,0
1436,Aaki,1,0
1437,Aalam,1,0
1438,Aaliyan,1,0
1439,Aamil,1,0
1440,Aamir,1,0
1441,Aamund,1,0
1442,Aanav,1,0
1443,Aanis,1,0
1444,Aansh,1,0
1445,Aanton,1,0
1446,Aapi,1,0
1447,Aapu,1,0
1448,Aaqib,1,0
1449,Aaqil,1,0
1450,Aarambha,1,0
1451,Aaramva,1,0
1452,Aaran,1,0
1453,Aaransh,1,0
1454,Aarav,1,0
1455,Aaria,1,1
1456,Aarian,1,0
1457,Aaric,1,0
1458,Aarin,1,0
1459,Aaris,1,0
1460,Aarish,1,0
1461,Aariv,1,0
1462,Aariz,1,0
1463,Aarnav,1,0
1464,Aarnik,1,0
1465,Aarno,1,0
1466,Aaroan,1,0
1467,Aarogya,1,0
1468,Aaron,1,0
1469,Aarre,1,0
1470,Aarsh,1,0
1471,Aart,1,0
1472,Aarthuur,1,0
1473,Aarush,1,0
1474,Aary,1,0
1475,Aarya,1,1
1476,Aaryan,1,0
1477,Aaryav,1,0
1478,Aasam,1,0
1479,Aashrit,1,0
1480,Aashrith,1,0
1481,Aasim,1,0
1482,Aasmund,1,0
1483,Aataalia,1,0
1484,Aathesh,1,0
1485,Aathilan,1,0
1486,Aathiran,1,0
1487,Aathithan,1,0
1488,Aathithyen,1,0
1489,Aathvigan,1,0
1490,Aatish,1,0
1491,Aaus,1,0
1492,Aavaat,1,0
1493,Aavansh,1,0
1494,Aawaz,1,0
1495,Aayam,1,0
1496,Aayan,1,0
1497,Aayansh,1,0
1498,Aayush,1,0
1499,Aazad,1,0
1500,Ab,1,0
1501,Abaalhassan,1,0
1502,Abaas,1,0
1503,Abadalrahman,1,0
1504,Abadin,1,0
1505,Abale,1,0
1506,Aban,1,0
1507,Abanezer,1,0
1508,Abanob,1,0
1509,Abanoub,1,0
1510,Abas,1,0
1511,Abasi,1,0
1512,Abasin,1,0
1513,Abayomi,1,0
1514,Abbad,1,0
1515,Abbas,1,0
1516,Abbe,1,0
1517,Abd,1,0
1518,Abdal,1,0
1519,Abdalhakim,1,0
1520,Abdalhamid,1,0
1521,Abdalla,1,0
1522,Abdallah,1,0
1523,Abdalrahman,1,0
1524,Abde,1,0
1525,Abdel,1,0
1526,Abdelaziz,1,0
1527,Abdelghani,1,0
1528,Abdelhadi,1,0
1529,Abdelhafid,1,0
1530,Abdelhak,1,0
1531,Abdelhakeem,1,0
1532,Abdelhamed,1,0
1533,Abdelhamid,1,0
1534,Abdelhaqq,1,0
1535,Abdelhusain,1,0
1536,Abdelkader,1,0
1537,Abdelkareem,1,0
1538,Abdelkarim,1,0
1539,Abdelkhalek,1,0
1540,Abdelkrim,1,0
1541,Abdellah,1,0
1542,Abdellatif,1,0
1543,Abdelmajid,1,0
1544,Abdelmalek,1,0
1545,Abdelmalik,1,0
1546,Abdelmatin,1,0
1547,Abdelmoaen,1,0
1548,Abdelmoniem,1,0
1549,Abdelmunem,1,0
1550,Abdelqadeem,1,0
1551,Abdelqaer,1,0
1552,Abdelraheem,1,0
1553,Abdelrahim,1,0
1554,Abdelrahman,1,0
1555,Abdelrasak,1,0
1556,Abdelreda,1,0
1557,Abdelrhman,1,0
1558,Abdelsalam,1,0
1559,Abdelsamad,1,0
1560,Abdelsayed,1,0
1561,Abdelshakur,1,0
1562,Abdelwahab,1,0
1563,Abderahman,1,0
1564,Abde-Rahman,1,0
1565,Abderrahim,1,0
1566,Abderrahman,1,0
1567,Abderrahmane,1,0
1568,Abdeslam,1,0
1569,Abdeslem,1,0
1570,Abdessalem,1,0
1571,Abdi,1,0
1572,Abdiadan,1,0
1573,Abdiasis,1,0
1574,Abdiaziz,1,0
1575,Abdibaari,1,0
1576,Abdifataah,1,0
1577,Abdifataax,1,0
1578,Abdifatah,1,0
1579,Abdifitah,1,0
1580,Abdigani,1,0
1581,Abdighani,1,0
1582,Abdihafiid,1,0
1583,Abdihakim,1,0
1584,Abdihakin,1,0
1585,Abdihalim,1,0
1586,Abdijabar,1,0
1587,Abdikadir,1,0
1588,Abdikafi,1,0
1589,Abdikahalaq,1,0
1590,Abdikarim,1,0
1591,Abdikarin,1,0
1592,Abdikhadar,1,0
1593,Abdikhaliq,1,0
1594,Abdikheyr,1,0
1595,Abdilahi,1,0
1596,Abdilatif,1,0
1597,Abdilaziz,1,0
1598,Abdilhamid,1,0
1599,Abdillahi,1,0
1600,Abdillahiburhan,1,0
1601,Abdimahad,1,0
1602,Abdimajid,1,0
1603,Abdimalik,1,0
1604,Abdimunim,1,0
1605,Abdin,1,0
1606,Abdinaasir,1,0
1607,Abdinaser,1,0
1608,Abdinasir,1,0
1609,Abdinassir,1,0
1610,Abdinojib,1,0
1611,Abdinor,1,0
1612,Abdinur,1,0
1613,Abdinuur,1,0
1614,Abdiqaadir,1,0
1615,Abdiqadir,1,0
1616,Abdiqafar,1,0
1617,Abdiqani,1,0
1618,Abdirabbi,1,0
1619,Abdirahamaan,1,0
1620,Abdirahaman,1,0
1621,Abdirahim,1,0
1622,Abdirahmaan,1,0
1623,Abdirahman,1,0
1624,Abdiraman,1,0
1625,Abdiraqib,1,0
1626,Abdirasak,1,0
1627,Abdirasheed,1,0
1628,Abdirashid,1,0
1629,Abdirauf,1,0
1630,Abdiraxmaan,1,0
1631,Abdiraxman,1,0
1632,Abdirazaaq,1,0
1633,Abdirazak,1,0
1634,Abdirhaman,1,0
1635,Abdirisaaq,1,0
1636,Abdirisak,1,0
1637,Abdirisaq,1,0
1638,Abdirizak,1,0
1639,Abdisahal,1,0
1640,Abdisalam,1,0
1641,Abdisalan,1,0
1642,Abdisamad,1,0
1643,Abdisamed,1,0
1644,Abdishakur,1,0
1645,Abdishakuur,1,0
1646,Abdiwahaab,1,0
1647,Abdiwahab,1,0
1648,Abdiwahid,1,0
1649,Abdiwali,1,0
1650,Abdiweli,1,0
1651,Abdiziz,1,0
1652,Abdo,1,0
1653,Abdol,1,0
1654,Abdollah,1,0
1655,Abdolrahaman,1,0
1656,Abdolsahab,1,0
1657,Abdolvahab,1,0
1658,Abdon,1,0
1659,Abdou,1,0
1660,Abdoul,1,0
1661,Abdoulaye,1,0
1662,Abdoulie,1,0
1663,Abdoulkader,1,0
1664,Abdoulwahab,1,0
1665,Abduallah,1,0
1666,Abdukadir,1,0
1667,Abdul,1,0
1668,Abdula,1,0
1669,Abdulaahi,1,0
1670,Abdulah,1,0
1671,Abdulahi,1,0
1672,Abdulalim,1,0
1673,Abdulameer,1,0
1674,Abdulasis,1,0
1675,Abdulatif,1,0
1676,Abdulaziz,1,0
1677,Abdulbaki,1,0
1678,Abdulbari,1,0
1679,Abdulbaset,1,0
1680,Abdulbasid,1,0
1681,Abdulbire,1,0
1682,Abdulfatah,1,0
1683,Abdulgadir,1,0
1684,Abdulghani,1,0
1685,Abdulhadi,1,0
1686,Abdulhakeem,1,0
1687,Abdulhakim,1,0
1688,Abdulhamid,1,0
1689,Abdulhamze,1,0
1690,Abdulhassan,1,0
1691,Abdulhey,1,0
1692,Abdulhussein,1,0
1693,Abduljabar,1,0
1694,Abdulkabir,1,0
1695,Abdulkader,1,0
1696,Abdulkadir,1,0
1697,Abdulkarim,1,0
1698,Abdulkerim,1,0
1699,Abdulkhadir,1,0
1700,Abdulkhaliq,1,0
1701,Abdulkhani,1,0
1702,Abdulla,1,0
1703,Abdullaahi,1,0
1704,Abdullah,1,0
1705,Abdullahi,1,0
1706,Abdullatif,1,0
1707,Abdulle,1,0
1708,Abdulloh,1,0
1709,Abdulmaajd,1,0
1710,Abdulmajid,1,0
1711,Abdulmalik,1,0
1712,Abdulmohaimen,1,0
1713,Abdulmueen,1,0
1714,Abdulmumin,1,0
1715,Abdulmutalib,1,0
1716,Abdulnabi,1,0
1717,Abdulnasser,1,0
1718,Abdulqader,1,0
1719,Abdulqadir,1,0
1720,Abdulqani,1,0
1721,Abdulquddus,1,0
1722,Abdulraheem,1,0
1723,Abdulrahim,1,0
1724,Abdulrahind,1,0
1725,Abdulrahman,1,0
1726,Abdulrasazak,1,0
1727,Abdulrauf,1,0
1728,Abdulrazak,1,0
1729,Abdulrehman,1,0
1730,Abdulsalam,1,0
1731,Abdulsattar,1,0
1732,Abdulssamed,1,0
1733,Abdulwahab,1,0
1734,Abdulwali,1,0
1735,Abduqadir,1,0
1736,Abdur,1,0
1737,Abdurahim,1,0
1738,Abdurahman,1,0
1739,Abdurahmann,1,0
1740,Abdurrahim,1,0
1741,Abdurrahman,1,0
1742,Abdus,1,0
1743,Abdusamad,1,0
1744,Abdusamet,1,0
1745,Abdussamad,1,0
1746,Abdussamed,1,0
1747,Abed,1,0
1748,Abedalrahem,1,0
1749,Abedalrahman,1,0
1750,Abedaraman,1,0
1751,Abedelbaki,1,0
1752,Abedin,1,0
1753,Abeed,1,0
1754,Abeel,1,0
1755,Abeiku,1,0
1756,Abel,1,1
1757,Àbel,1,0
1758,Abelardo,1,0
1759,Abeli,1,0
1760,Abenezer,1,0
1761,Abeng,1,0
1762,Abenno,1,0
1763,Abenom,1,0
1764,Abey,1,0
1765,Abhay,1,0
1766,Abhaya,1,0
1767,Abhi,1,0
1768,Abhiansh,1,0
1769,Abhidharm,1,0
1770,Abhigyan,1,0
1771,Abhijay,1,0
1772,Abhijot,1,0
1773,Abhik,1,0
1774,Abhimanyu,1,0
1775,Abhinav,1,0
1776,Abhiraaj,1,0
1777,Abhiram,1,0
1778,Abhishek,1,0
1779,Abhiyan,1,0
1780,Abhyanth,1,0
1781,Abhyukt,1,0
1782,Abid,1,0
1783,Abideen,1,0
1784,Abidev,1,0
1785,Abidin,1,0
1786,Abidullah,1,0
1787,Abidzar,1,0
1788,Abiel,1,0
1789,Abihan,1,0
1790,Abimbola,1,0
1791,Abin,1,0
1792,Abinabi,1,0
1793,Abinass,1,0
1794,Abinath,1,0
1795,Abineeth,1,0
1796,Abines,1,0
1797,Abinesh,1,0
1798,Abiodun,1,1
1799,Abiola,1,1
1800,Abir,1,1
1801,Abishan,1,0
1802,Abisharan,1,0
1803,Abishek,1,0
1804,Abisolom,1,0
1805,Abithan,1,0
1806,Åbjørn,1,0
1807,Ablai,1,0
1808,Abner,1,0
1809,Abnir,1,0
1810,Abo,1,0
1811,Abobakar,1,0
1812,Abobakr,1,0
1813,Aboker,1,0
1814,Abokor,1,0
1815,Abolfazl,1,0
1816,Aborn,1,0
1817,Abos,1,0
1818,Abou,1,0
1819,Aboubacar,1,0
1820,Aboud,1,0
1821,Abqari,1,0
1822,Abraaz,1,0
1823,Abraha,1,0
1824,Abraham,1,0
1825,Abrahamthaitak,1,0
1826,Abrana,1,0
1827,Abranyos,1,0
1828,Abriel,1,0
1829,Absalom,1,0
1830,Absalon,1,0
1831,Abshir,1,0
1832,Absuge,1,0
1833,Abtidan,1,0
1834,Abtin,1,0
1835,Abu,1,0
1836,Abubakar,1,0
1837,Abubakarr,1,0
1838,Abubaker,1,0
1839,Abubakr,1,0
1840,Abubaqar,1,0
1841,Abubeker,1,0
1842,Abud,1,0
1843,Abukar,1,0
1844,Abul,1,0
1845,Abulfazal,1,0
1846,Abulfazl,1,0
1847,Abuobaida,1,0
1848,Abuobeida,1,0
1849,Abuthahir,1,0
1850,Abutrab,1,0
1851,Abuzer,1,0
1852,Abyaan,1,0
1853,Abynabi,1,0
1854,Ac,1,0
1855,Ace,1,0
1856,Acelya,1,1
1857,Acer,1,0
1858,Acere,1,0
1859,Acha,1,0
1860,Achaemenes,1,0
1861,Achal,1,0
1862,Achille,1,0
1863,Achilles,1,0
1864,Achilleus,1,0
1865,Achillus,1,0
1866,Achim,1,0
1867,Achindiba,1,0
1868,Achmed,1,0
1869,Achmet,1,0
1870,Achraf,1,0
1871,Achton,1,0
1872,Achyutah,1,0
1873,Aci,1,0
1874,Aciano,1,0
1875,Acksel,1,0
1876,Aco,1,0
1877,Acton,1,0
1878,Ada,1,1
1879,Adahan,1,0
1880,Adair,1,0
1881,Adal,1,0
1882,Aðalgeir,1,0
1883,Adam,1,0
1884,Ádám,1,0
1885,Adama,1,1
1886,Adamangelo,1,0
1887,Adamartur,1,0
1888,Adamas,1,0
1889,Adamisak,1,0
1890,Adamm,1,0
1891,Adamos,1,0
1892,Adams,1,0
1893,Adamsejr,1,0
1894,Adan,1,1
1895,Adar,1,1
1896,Adarsha,1,0
1897,Adas,1,0
1898,Adbiel,1,0
1899,Addin,1,0
1900,Addis,1,1
1901,Addison,1,1
1902,Addiz,1,0
1903,Addo,1,0
1904,Adduha,1,0
1905,Adeayo,1,0
1906,Adebayo,1,0
1907,Adeeb,1,0
1908,Adeel,1,0
1909,Adeem,1,0
1910,Adeen,1,0
1911,Adefolahan,1,0
1912,Adekanye,1,0
1913,Adel,1,1
1914,Adelbert,1,0
1915,Adeleye,1,0
1916,Adelhart,1,0
1917,Adem,1,0
1918,Ademir,1,0
1919,Aden,1,1
1920,Adeon,1,0
1921,Aderomoluwa,1,0
1922,Adeshina,1,0
1923,Adetokunbo,1,0
1924,Adeyemi,1,0
1925,Adham,1,0
1926,Adhemar,1,0
1927,Adhiraj,1,0
1928,Adhiran,1,0
1929,Adhirath,1,0
1930,Adhish,1,0
1931,Adhrit,1,0
1932,Adhvan,1,0
1933,Adhvik,1,1
1934,Adhyan,1,0
1935,Adhyayan,1,0
1936,Adi,1,1
1937,Adian,1,1
1938,Adib,1,0
1939,Adiel,1,0
1940,Adiem,1,0
1941,Adijan,1,0
1942,Adil,1,0
1943,Adilon,1,0
1944,Adils,1,0
1945,Adim,1,0
1946,Adin,1,0
1947,Adinani,1,0
1948,Adindu,1,0
1949,Adirake,1,0
1950,Adis,1,0
1951,Adison,1,0
1952,Adisorn,1,0
1953,Adita,1,1
1954,Adith,1,0
1955,Adithya,1,0
1956,Adithyan,1,0
1957,Aditva,1,0
1958,Aditya,1,0
1959,Adiva,1,0
1960,Adjé,1,0
1961,Adjin,1,0
1962,Adlan,1,0
1963,Adlar,1,0
1964,Adler,1,0
1965,Admas,1,0
1966,Admasu,1,0
1967,Admer,1,0
1968,Admir,1,0
1969,Admon,1,0
1970,Adnaan,1,0
1971,Adnan,1,0
1972,Adnit,1,0
1973,Adolf,1,0
1974,Adolfe,1,0
1975,Adolff,1,0
1976,Adolph,1,0
1977,Adolphus,1,0
1978,Adom,1,0
1979,Adomas,1,0
1980,Adonai,1,0
1981,Adonay,1,0
1982,Adoni,1,0
1983,Adonias,1,0
1984,Adonis,1,0
1985,Adorjan,1,0
1986,Adrean,1,0
1987,Adrian,1,0
1988,Adrián,1,0
1989,Adrianlee,1,0
1990,Adrianlucaeh,1,0
1991,Adriano,1,0
1992,Adrians,1,0
1993,Adrianus,1,0
1994,Adriatik,1,0
1995,Adriel,1,0
1996,Adrien,1,0
1997,Adriis,1,0
1998,Adrijan,1,0
1999,Adrijus,1,0
2000,Adrin,1,0
2001,Adriyan,1,0
2002,Adriyel,1,0
2003,Adrosh,1,0
2004,Adser,1,0
2005,Adsudan,1,0
2006,Adu,1,0
2007,Aduku,1,0
2008,Aduur,1,0
2009,Advaith,1,0
2010,Advan,1,0
2011,Advi,1,0
2012,Advik,1,0
2013,Advikan,1,0
2014,Advit,1,0
2015,Advith,1,0
2016,Advitya,1,0
2017,Adwan,1,0
2018,Adyan,1,0
2019,Aécio,1,0
2020,Aedan,1,0
2021,Aeen,1,0
2022,Ægir,1,0
2023,Aegon,1,0
2024,Aeirishan,1,0
2025,Ælflin,1,0
2026,Aelon,1,0
2027,Aend,1,0
2028,Aeneas,1,0
2029,Aenias,1,0
2030,Aeoob,1,0
2031,Aerambu,1,0
2032,Aerle,1,0
2033,Æsel,1,0
2034,Ævar,1,0
2035,Aezha,1,1
2036,Afaan,1,0
2037,Afam,1,0
2038,Afan,1,0
2039,Afanyu,1,0
2040,Afeef,1,0
2041,Afeen,1,0
2042,Afegnui,1,0
2043,Afelay,1,0
2044,Afewerki,1,0
2045,Affan,1,0
2046,Afif,1,0
2047,Afnan,1,1
2048,Afonso,1,0
2049,Afope,1,0
2050,Afou,1,0
2051,Afraz,1,0
2052,Afrim,1,0
2053,Afroz,1,0
2054,Afseh,1,0
2055,Afshin,1,0
2056,Aftab,1,0
2057,Afzal,1,0
2058,Agah,1,0
2059,Agahnifor,1,0
2060,Agam,1,1
2061,Agan,1,0
2062,Aganze,1,0
2063,Agaran,1,0
2064,Agash,1,0
2065,Agastya,1,0
2066,Åge,1,0
2067,Agean,1,0
2068,Agenar,1,0
2069,Agern,1,0
2070,Aggadhamma,1,0
2071,Agge,1,0
2072,Aggellos,1,0
2073,Agha,1,0
2074,Agharr,1,0
2075,Aghiad,1,0
2076,Aghilas,1,0
2077,Agid,1,0
2078,Agim,1,0
2079,Aginthan,1,0
2080,Aginus,1,0
2081,Agir,1,0
2082,Agit,1,0
2083,Agnar,1,0
2084,Agne,1,1
2085,Agner,1,0
2086,Agni,1,1
2087,Agno,1,0
2088,Agnus,1,0
2089,Agon,1,0
2090,Ágoston,1,0
2091,Agrim,1,0
2092,Agris,1,0
2093,Agron,1,0
2094,Agshayan,1,0
2095,Agthor,1,0
2096,Agtor,1,0
2097,Agunna,1,0
2098,Agust,1,0
2099,Ágúst,1,0
2100,Agustín,1,0
2101,Agyamah,1,0
2102,Agyemang,1,0
2103,Ahaan,1,0
2104,Ahaanreddy,1,0
2105,Ahab,1,0
2106,Ahad,1,0
2107,Ahadi,1,0
2108,Ahamed,1,0
2109,Aharan,1,0
2110,Ahat,1,0
2111,Ahd,1,0
2112,Aheran,1,0
2113,Ahhimssa,1,0
2114,Ahid,1,0
2115,Ahijah,1,0
2116,Ahil,1,0
2117,Ahilan,1,0
2118,Ahim,1,0
2119,Ahir,1,0
2120,Ahiyan,1,0
2121,Ahjaz,1,0
2122,Ahlas,1,0
2123,Ahmad,1,0
2124,Ahmadi,1,0
2125,Ahmadon,1,0
2126,Ahmadulla,1,0
2127,Ahmed,1,0
2128,Ahmedeeg,1,0
2129,Ahmednur,1,0
2130,Ahmedur,1,0
2131,Ahmet,1,0
2132,Ahmethan,1,0
2133,Ahnaf,1,0
2134,Ahnash,1,0
2135,Ahndus,1,0
2136,Ahranan,1,0
2137,Ahrendt,1,0
2138,Ahrent,1,0
2139,Ahrian,1,0
2140,Ahriman,1,0
2141,Ahrn,1,0
2142,Ahsan,1,0
2143,Ahsen,1,1
2144,Ahthal,1,0
2145,Ahti,1,0
2146,Ahura,1,1
2147,Ahyan,1,0
2148,Aiad,1,0
2149,Aian,1,0
2150,Aias,1,0
2151,Aiaz,1,0
2152,Aibatyr,1,0
2153,Aid,1,0
2154,Aidan,1,1
2155,Aiden,1,1
2156,Aidenn,1,0
2157,Aidid,1,0
2158,Aidin,1,0
2159,Aidino,1,0
2160,Aies,1,0
2161,Aieyan,1,0
2162,Aigil,1,0
2163,Aiham,1,0
2164,Aihan,1,0
2165,Aik,1,0
2166,Aiken,1,0
2167,Aikin,1,0
2168,Aiko,1,1
2169,Aikq,1,0
2170,Ail,1,0
2171,Ailan,1,0
2172,Ailo,1,0
2173,Aimal,1,1
2174,Aiman,1,1
2175,Aimar,1,0
2176,Aimas,1,0
2177,Aimé,1,0
2178,Aimilianos,1,0
2179,Aimir,1,0
2180,Aimo,1,0
2181,Ain,1,0
2182,Ainan,1,0
2183,Ainda,1,0
2184,Ainhoa,1,1
2185,Ainis,1,0
2186,Ainsley,1,0
2187,Aique,1,0
2188,Air,1,0
2189,Aironas,1,0
2190,Airyaman,1,0
2191,Ais,1,0
2192,Aishvin,1,0
2193,Aison,1,0
2194,Aisosa,1,1
2195,Aissa,1,0
2196,Aissam,1,0
2197,Aistian,1,0
2198,Aitor,1,0
2199,Aivan,1,0
2200,Aivar,1,0
2201,Aivaras,1,0
2202,Aiven,1,0
2203,Aivis,1,0
2204,Aivon,1,0
2205,Aixi,1,0
2206,Aiyan,1,0
2207,Aiyub,1,0
2208,Aize,1,0
2209,Aizen,1,0
2210,Ajadi,1,0
2211,Ajai,1,0
2212,Ajan,1,0
2213,Ajanth,1,0
2214,Ajas,1,0
2215,Ajasa,1,0
2216,Ajay,1,0
2217,Ajaycharan,1,0
2218,Ajaz,1,0
2219,Ajdin,1,0
2220,Ajeeivan,1,0
2221,Ajeeshan,1,0
2222,Ajeet,1,0
2223,Ajes,1,0
2224,Ajesh,1,0
2225,Ajet,1,0
2226,Ajey,1,0
2227,Ajham,1,0
2228,Ajil,1,0
2229,Ajinth,1,0
2230,Ajinwi,1,0
2231,Ajish,1,0
2232,Ajit,1,0
2233,Ajith,1,0
2234,Ajitsingh,1,0
2235,Ajlan,1,0
2236,Ajmal,1,0
2237,Ajmin,1,0
2238,Ajnur,1,1
2239,Ajo,1,1
2240,Ajouad,1,0
2241,Ajs,1,0
2242,Ajshiv,1,0
2243,Ajub,1,0
2244,Ajuna,1,0
2245,Ajus,1,0
2246,Ajvan,1,0
2247,Ajvin,1,0
2248,Akaasan,1,0
2249,Akab,1,0
2250,Akachi,1,0
2251,Akachukwu,1,0
2252,Akafu,1,0
2253,Akai,1,0
2254,Akam,1,0
2255,Akamalik,1,0
2256,Akan,1,0
2257,Akar,1,0
2258,Akaran,1,0
2259,Akarsh,1,0
2260,Akash,1,0
2261,Akay,1,0
2262,Akbar,1,0
2263,Akber,1,0
2264,Ake,1,0
2265,Åke,1,0
2266,Akec,1,0
2267,Aked,1,0
2268,Akeel,1,0
2269,Akeem,1,0
2270,Akeen,1,0
2271,Akelya,1,0
2272,Akhadi,1,0
2273,Akhere,1,0
2274,Akhil,1,0
2275,Aki,1,1
2276,Áki,1,0
2277,Akidu,1,0
2278,Akif,1,0
2279,Akiimoh,1,0
2280,Akil,1,0
2281,Akila,1,1
2282,Akilan,1,0
2283,Akilesh,1,0
2284,Akim,1,0
2285,Akin,1,0
2286,Akinola,1,0
2287,Akinthan,1,0
2288,Akio,1,0
2289,Akira,1,1
2290,Akis,1,0
2291,Akisarpu,1,0
2292,Akish,1,0
2293,Akisooq,1,1
2294,Akiva,1,0
2295,Akkapon,1,0
2296,Akki,1,0
2297,Aklilu,1,0
2298,Akmal,1,0
2299,Ako,1,0
2300,Akombai,1,0
2301,Akon,1,0
2302,Akorede,1,0
2303,Ákos,1,0
2304,Akoun,1,0
2305,Akrab,1,0
2306,Akram,1,1
2307,Akrasi,1,0
2308,Akrom,1,0
2309,Aksam,1,0
2310,Aksayan,1,0
2311,Akseel,1,0
2312,Aksel,1,0
2313,Akseli,1,0
2314,Aksh,1,0
2315,Akshaj,1,0
2316,Akshajan,1,0
2317,Aksharan,1,0
2318,Akshath,1,0
2319,Akshay,1,0
2320,Akshayen,1,0
2321,Akshini,1,1
2322,Akshit,1,0
2323,Akshiv,1,0
2324,Akshobhya,1,0
2325,Aksil,1,0
2326,Aksjaay,1,0
2327,Akton,1,0
2328,Akuamuah,1,0
2329,Akugbe,1,0
2330,Akul,1,0
2331,Akutaaneq,1,0
2332,Akutu,1,0
2333,Akvataya,1,0
2334,Akvillas,1,0
2335,Akwasi,1,0
2336,Akwei,1,0
2337,Akwesi,1,0
2338,Al,1,1
2339,Ala,1,1
2340,Alaa,1,1
2341,Ala'a,1,0
2342,Alaaeddin,1,0
2343,Alaaeddine,1,0
2344,Alaaeldine,1,0
2345,Alaaldin,1,0
2346,Alaan,1,0
2347,Álaan,1,0
2348,Alaba,1,0
2349,Alabdin,1,0
2350,Alabedin,1,0
2351,Alabidin,1,0
2352,Aladdin,1,0
2353,Aladin,1,0
2354,Alae,1,1
2355,Alain,1,0
2356,Alakaï,1,0
2357,Alakbar,1,0
2358,Alam,1,0
2359,Alamer,1,0
2360,Alan,1,0
2361,Alanas,1,0
2362,Aland,1,0
2363,Alano,1,0
2364,Alanyuy,1,0
2365,Alar,1,0
2366,Alas,1,0
2367,Alasana,1,0
2368,Alasdair,1,0
2369,Alassane,1,0
2370,Alastair,1,0
2371,Alastar,1,0
2372,Alastor,1,0
2373,Alav,1,0
2374,Alawi,1,0
2375,Alaz,1,1
2376,Alazar,1,0
2377,Alban,1,0
2378,Albanor,1,0
2379,Albaraa,1,0
2380,Alber,1,0
2381,Alberk,1,0
